Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SESI 182 CENTRO EDUCACIONAL;35110942;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA CIDADE JARDIM, 4389 AVENIDA. BOSQUE DOS EUCALIPTOS. 12232-000 São José dos Campos - SP.";(12) 39192005;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-23.2522769;-45.885336
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ANTONIO TEIXEIRA FERNANDES COLEGIO TECNICO;35110966;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA PARAIBUNA, 75 PRACA. CENTRO. 12245-780 São José dos Campos - SP.";(12) 39289817;Privada;Filantrópica;Não;Sim;Mais de 1000 matrículas de escolarização;"Ensino Médio, Educação Profissional";;-23.1927862996451;-45.8866388071756
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MONTEIRO LOBATO EEIFM;35110978;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA SAO JOAO, 2500 AVENIDA. JARDIM DAS COLINAS. 12242-000 São José dos Campos - SP.";(12) 981131753;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.2098481;-45.9100987
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;TABLEAU COLEGIO;35110991;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"CLAUDINO PINTO, 93 RUA. CENTRO. 12210-010 São José dos Campos - SP.";(12) 32030199;Privada;Particular;Não;Sim;Mais de 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação Profissional";;-23.1882497;-45.8833651
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;FRANCISCANO NOSSA SENHORA APARECIDA COLEGIO;35111016;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"JOSE MONTEIRO CORONEL, 621 RUA. CENTRO. 12210-140 São José dos Campos - SP.";(12) 39411956;Privada;Filantrópica;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-23.181745;-45.8817866666667
ESCOLA PARALISADA;OLAVO BILAC AYRES DE MOURA COLEGIO;35111028;SP;São José dos Campos;Urbana;Não Informado;Privada;"RUA FRANCISCO PAES, CENTRO. 12210-100 São José dos Campos - SP.";(12) 37977000;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EVERARDO PASSOS PROFESSOR ESCOLA TECNICA;35111041;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RIO BRANCO BARAO, 882 AVENIDA. JARDIM ESPLANADA. 12242-800 São José dos Campos - SP.";(12) 39472244;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Médio, Educação Profissional";;-23.1990432;-45.9055979
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MANOEL PEDRO OLIVEIRA COMED - ESCOLA POLITECNICA DE EM;35111053;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RAUL RAMOS DE ARAUJO, 283 RUA. SANTANA. 12211-760 São José dos Campos - SP.";(12) 39228655;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Médio, Educação Profissional";;-23.158944;-45.8972781
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO SAO JOSE;35111089;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"R PRESIDENTE WENCESLAU BRAS, 161 RUA. JD ESPLANADA. 12242-780 São José dos Campos - SP.";(12) 39467400;Privada;Filantrópica;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-23.2007683;-45.9045167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;WALTER FORTUNATO ESCOLA;35118631;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"BOGOTA, 204 RUA. CIDADE VISTA VERDE. 12223-710 São José dos Campos - SP.";(12) 39122030;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-23.1805957015604;-45.8257020357996
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;NATURAL VIVENCIA ESCOLA DE EI E EF;35119830;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"LINEU DE MOURA, 400 AVENIDA. URBANOVA. 12244-380 São José dos Campos - SP.";(12) 39242101;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.1970418;-45.9125772
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO ATEND SOCIOEDUC ADOLESC SAO JOSE DOS CAMPOS CI;35121605;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"RODOVIA TAMOIOS, KM 12 AVENIDA. TAMOIOS. 12233-000 São José dos Campos - SP.";(12) 39234800;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-23.277969;-45.8079087
ESCOLA PARALISADA;CENTRO ATEND SOCIO-ED ADOLESCENTE S JOSE DOS CAMPOS-UIP;35121617;SP;São José dos Campos;Urbana;Não Informado;Pública;"RODOVIA DOS TAMOIOS, KM 12. BAIRRO DA PERNAMBUCANA. 12228-845 São José dos Campos - SP.";(12) 39210167;Estadual;Não Informado;Não;;;;;-23.2772762;-45.8078942
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;DENTE DE LEITE CCI;35121794;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"FRANCISCO JOSE LONGO ENGENHEIRO, 777 AVENIDA. JARDIM SAO DIMAS. 12245-000 São José dos Campos - SP.";(12) 39479301;Estadual;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-23.2000822;-45.8887349
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COC SISTEMA DE EDUCACAO;35122038;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"NELSON D AVILA DOUTOR, 1202 2 PAVIMENTO. JARDIM SAO DIMAS. 12245-031 São José dos Campos - SP.";(12) 21349300;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;-23.1966724;-45.8864729
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SOL AZUL ESCOLA DE EDUCACAO INFANTIL;35124758;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"FERNAO DIAS, 107 RUA. JARDIM NOVA AMERICA. 12242-580 São José dos Campos - SP.";(12) 39415906;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.1936802;-45.895568
ESCOLA PARALISADA;OBJETIVO - ESPLANADA COLEGIO;35130783;SP;São José dos Campos;Urbana;Não Informado;Privada;"RIO BRANCO BARAO, 478 474. JARDIM ESPLANADA. 12242-800 São José dos Campos - SP.";(12) 39419200;Privada;Não Informado;Não;;;;;-23.19542;-45.90387
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL OBJETIVO - UNIDADE AQUARIUS;35134259;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA RODRIGO REIS TUY, 1200 AVENIDA. JARDIM AQUARIUS. 12245-000 São José dos Campos - SP.";(12) 39042100;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-23.2120346;-45.90116
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CASSIANO RICARDO COLEGIO ENSINO MEDIO;35137170;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA LAURENT MARTINS, 329 RUA. JARDIM ESPLANADA. 12242-431 São José dos Campos - SP.";(12) 21349100;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Médio;;-23.1993409059942;-45.9107355214655
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CARLOS SALONI ESCOLA;35137561;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RODOLFO PADRE, 222 RUA. VILA EMA. 12243-080 São José dos Campos - SP.";(12) 39228608;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.2039456721611;-45.9023354296069
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO MATER DEI;35139294;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"LINEU DE MOURA, 1055 AVENIDA. URBANOVA. 12244-380 São José dos Campos - SP.";(12) 38785151;Privada;Comunitária;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.1978962;-45.9178323
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CONEXAO DE ENSINO INSTITUTO;35139300;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA BARAO DO RIO BRANCO, 474 478. JARDIM ESPLANADA. 12242-800 São José dos Campos - SP.";(12) 39419200;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-23.1956045;-45.9042967
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ADVENTISTA DE SAO JOSE DOS CAMPOS COLEGIO;35139312;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MANOEL FILHO, 300 RUA. BOSQUE EUCALIPTOS. 12233-690 São José dos Campos - SP.";(12) 39192200;Privada;Filantrópica;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-23.254588;-45.8875036
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA CRISTA BATISTA REGULAR;35140041;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"WLADIMIR HERZOG, 32 RUA. BOSQUE DOS EUCALIPTOS. 12233-610 São José dos Campos - SP.";(12) 39166900;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-23.2516141569921;-45.8866658700817
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CASSIANO RICARDO COLEGIO EIEEF;35140053;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"DONA MARIA AUGUSTA FAGUNDES GOMES DONA, 41 RUA. JARDIM DAS INDUSTRIAS. 12240-740 São José dos Campos - SP.";(12) 21349200;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.2198296;-45.9184178
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO EDUCACIONAL IGUATEMY ESCOLA DE EI EF E EM;35140065;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"CLARA SANTA, 260 RUA. VILA ADYANA. 12243-630 São José dos Campos - SP.";(12) 39229644;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-23.1961975482101;-45.8923885629892
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MOPPE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;35142104;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"LINEU DE MOURA, 1655 AVENIDA. URBANOVA. 12244-380 São José dos Campos - SP.";(12) 39499380;Privada;Comunitária;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-23.1964024;-45.9189882
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMAK ESCOLA EMANUEL KANT;35142268;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"GUIANA, 184 RUA. CIDADE VISTA VERDE. 12223-300 São José dos Campos - SP.";(12) 39294586;Privada;Comunitária;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.1822875468276;-45.8338466473351
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ELO EDUCACIONAL;35142694;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"ALAMEDA CANDIDO MARCIANO LEITE, 65 RUA. VILA BETHANIA. 12245-486 São José dos Campos - SP.";(12) 39131477;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-23.209626;-45.8931881
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;TEOFILO REZENDE COLEGIO;35143856;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"MOISES TRISTAO DOS SANTOS, 64 RUA. FLORADAS DE SAO JOSE. 12230-087 São José dos Campos - SP.";(12) 39313988;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-23.2202805;-45.8893458
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO JOSEENSE;35144496;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA YOSHIKATSU IIDA, 8 RUA. RESIDENCIAL SOL NASCENTE. 12236-072 São José dos Campos - SP.";(12) 39319436;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio, Educação Profissional";;-23.2436138670892;-45.8923799078912
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;APAE DE SAO JOSE DOS CAMPOS;35146336;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"OURO FINO, 480 AVENIDA. BOSQUE DOS EUCALIPTOS. 12233-400 São José dos Campos - SP.";(12) 39362084;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-23.240417;-45.8890726
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SANTOS DUMONT ESCOLA SENAI;35147989;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"PEDRO RACHID, 304 RUA. SANTANA. 12211-180 São José dos Campos - SP.";(12) 35194890;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Profissional;;-23.1638179;-45.8966252
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SENAC SAO JOSE DOS CAMPOS;35148945;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"SAIGIRO NAKAMURA, 400 RUA. VILA INDUSTRIAL. 12220-280 São José dos Campos - SP.";(12) 21349000;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Profissional;;-23.1804883;-45.8587109
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO EVOLUCAO ED INFANTIL E ENS FUNDAMENTAL;35151762;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"R CRATO, 95 RUA. PRQ INDUSTRIAL. 12235-580 São José dos Campos - SP.";(12) 39312759;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.22719;-45.90252
ESCOLA PARALISADA;EXPOENTEC CENTRO EDUCACIONAL TECNICO;35153333;SP;São José dos Campos;Urbana;Não Informado;Privada;"VILACA, 575 RUA. CENTRO. 12210-000 São José dos Campos - SP.";(12) 39131445;Privada;Não Informado;Não;;;;;-23.18519;-45.88374
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ANCHIETA COLEGIO;35153394;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"CHACARAS, 389 RUA. JARDIM ORIENTE. 12236-080 São José dos Campos - SP.";(12) 39315654;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-23.2425474;-45.8931681
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EVOLUTI CILEGIO;35153424;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"CARLOS ALBERTO FONTENELLE MOREIRA DOUTOR, 393 RUA. JARDIM PORTUGAL. 12232-260 São José dos Campos - SP.";(12) 39165353;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-23.2564765;-45.8819326
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;LUCE PRIMA COLEGIO;35153436;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOSE AUGUSTO DOS SANTOS, 145 RUA. FLORADAS DE SAO JOSE. 12230-085 São José dos Campos - SP.";(12) 39312690;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.2208088;-45.8861531
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MADRE TERESA ESCOLA EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;35154748;SP;São José dos Campos;Rural;A escola não está em área de localização diferenciada;Privada;"JAGUARI, 11500 KM 11. VILA UNIDOS. 12214-505 São José dos Campos - SP.";(12) 996101936;Privada;Filantrópica;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.163612;-45.9631247
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRESCER ESPACO DE CRESCEMENTO E APERFEIC PSICOPEDAG COL;35158355;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA RUI BARBOSA, 1868 AVENIDA. VILA BELA VISTA. 12212-000 São José dos Campos - SP.";(12) 33027141;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.1629589;-45.8949952
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ARLINDO CAETANO FILHO PROF EEIEF;35166716;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DOUTOR TERTULIANO DELPHIM JUNIOR, 181 PRACA. JARDIM AQUARIUS. 12246-080 São José dos Campos - SP.";(12) 39080970;Privada;Filantrópica;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;;-23.2178089;-45.9051357
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EDUCANDARIO JESUS EUCARISTICO;35166728;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"IGUAPE, 354 AVENIDA. JARDIM SATELITE. 12230-720 São José dos Campos - SP.";(12) 39338352;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-23.2350370257593;-45.8841289298152
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;RIBEIRO GOULART INSTITUTO DE EDUC ESC MAXIMUS;35167563;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"ISAAC NEWTON, 37 RUA. JARDIM ORIENTE. 12236-240 São José dos Campos - SP.";(12) 39341972;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio, Educação Profissional";;-23.2424566666667;-45.9017383333333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JULIO MARIA PADRE ESCOLA DE EDUCACAO INFANTIL;35167587;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"OLIVO GOMES, 310 RUA. VILA ALEXANDRINA. 12211-290 São José dos Campos - SP.";(12) 39210308;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-23.1621716;-45.8938391
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;POLIEDRO COLEGIO;35175572;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"MARIA DEMETRIA KFURI IRMA, 700 RUA. JARDIM ESPLANADA. 12242-500 São José dos Campos - SP.";(12) 39281616;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Médio;;-23.2036003;-45.9067362
